u,i,year
15136,14905,2017
20009,19948,2008
23484,23396,2020
21404,925,2015
23612,23285,2017
16039,15819,2005
8368,8160,2007
13385,13319,2021
18753,18494,2010
22034,22004,2011
14008,13725,2007
18418,18340,2012
23082,23052,2008
10787,5347,2013
21463,21103,2015
15943,15537,2000
12214,11476,2017
13186,12794,2021
14776,14649,2012
8779,3053,2007
22709,22662,2020
10093,9679,2020
18390,18329,2016
22501,22369,2002
15883,15820,2000
14252,14013,2017
17442,17415,2009
5326,4346,2021
18699,18489,2002
15777,15588,2015
21684,21634,2013
20234,20192,2019
14586,14161,2011
10889,7982,2013
20045,19899,2007
13070,11972,2002
14219,13915,2010
13322,13319,2002
7258,1630,2001
13749,12768,2003
19498,19280,2011
16368,16097,2013
16732,16621,2006
18557,18168,2010
17613,1605,2010
10881,2381,2017
16781,16726,2020
7361,4387,2018
2747,2599,2008
10643,10572,2009
7683,979,2021
8654,7719,2017
7835,6532,2011
17871,17860,2004
23468,23006,2020
7980,6810,2010
15517,2175,2015
19898,4194,2000
10222,9332,2013
10687,10593,2014
18872,18646,2000
12191,1255,2015
6323,3657,2010
1800,893,2004
16083,16062,2003
6649,4965,2011
17104,16832,2012
14700,14669,2009
23462,23416,2004
13783,13353,2019
3518,1885,2014
11208,11163,2012
16798,16701,2017
7860,2282,2020
22053,22016,2003
18766,18747,2003
23247,23201,2010
11894,11613,2003
18024,17590,2001
16710,16666,2001
12136,12062,2000
14532,14498,2003
21457,21127,2018
19164,18968,2018
7818,4112,2021
11025,5855,2014
20868,20708,2008
18835,18322,2005
14591,14555,2010
21814,21546,2014
9114,8323,2010
20271,20169,2012
11632,10842,2001
8711,4820,2020
21523,21245,2015
16292,1051,2005
5581,2778,2018
11392,11334,2019
22650,22409,2014
15505,15165,2007
21166,20779,2021
10535,2563,2004
9973,9110,2000
23651,23496,2000
19560,19443,2012
14561,14376,2018
9238,6229,2006
16473,16032,2016
19071,19014,2015
9343,9324,2020
19921,19692,2021
5126,4937,2005
15953,1798,2006
10823,10463,2017
13328,12719,2020
14076,13958,2016
19593,19282,2001
10361,9547,2018
13307,2130,2013
5463,4406,2000
11188,9072,2011
8411,8346,2018
12501,12452,2004
11731,11610,2013
17233,17132,2017
19613,1437,2011
10230,9018,2020
15235,15217,2003
10551,7395,2016
23352,23033,2018
17398,17009,2015
11578,11186,2002
6428,5440,2001
15877,15774,2006
10229,10222,2018
12217,11710,2021
5416,4727,2002
11529,9254,2014
16728,16408,2011
11852,10980,2016
10241,6921,2021
19629,19532,2008
12044,12016,2020
13717,13285,2009
12730,11779,2021
9529,8549,2012
4569,3764,2009
11857,11029,2021
9756,9386,2018
14345,14151,2005
20157,20148,2018
4557,2836,2018
12063,11885,2005
19405,4898,2000
21128,21036,2005
5366,5251,2015
23934,23881,2000
21233,21031,2016
9863,2576,2013
15829,15770,2008
24818,1360,2015
8373,7523,2013
7416,4338,2004
7913,4667,2005
12353,11961,2016
5764,3197,2004
7980,7260,2021
8189,6608,2002
10317,2517,2017
6085,5576,2021
8932,4165,2019
11230,10758,2019
11955,5117,2004
12510,2774,2020
15853,15697,2013
18174,18035,2007
9522,9230,2012
23096,22783,2003
19923,19921,2019
11773,4044,2016
24925,24782,2006
12469,12213,2002
14338,13902,2018
22441,22430,2012
15788,15607,2012
19180,18851,2018
20693,20539,2012
21675,21578,2007
6097,4719,2003
8711,6947,2013
12500,12370,2010
10231,7462,2006
7258,3308,2002
13436,13209,2002
15695,15273,2002
12510,4637,2015
13078,12682,2008
19715,19649,2021
4273,2143,2017
19586,19479,2015
16099,15967,2012
11060,8541,2014
8948,8223,2018
3479,3076,2018
11221,2467,2004
12063,7722,2006
20381,20258,2012
17921,17914,2000
13194,12615,2011
16557,16419,2004
10768,7201,2018
12127,11251,2000
6777,5714,2004
16320,16265,2021
5207,4886,2018
17728,17415,2017
17033,16771,2013
13180,12766,2013
23958,23891,2000
15573,15527,2017
24665,24402,2017
17278,17176,2017
20137,20092,2021
17158,17119,2013
18034,17905,2013
21433,21389,2000
17475,2200,2021
18353,17796,2016
18160,17805,2019
13437,12852,2003
11033,8478,2001
11857,11769,2012
23089,915,2017
24917,1056,2008
10911,6083,2002
3041,2369,2006
13919,12807,2017
11244,4706,2003
23235,23131,2000
10888,10680,2008
18887,18634,2003
12103,11866,2014
6875,6864,2021
8676,715,2010
19552,19551,2007
12001,3728,2005
8431,2105,2012
19859,19505,2013
10889,4051,2001
11783,10032,2006
24785,24633,2016
20072,19864,2009
5281,4988,2007
8948,8928,2006
11978,11908,2006
21291,20900,2017
13528,13439,2006
8654,3886,2010
13508,13445,2001
10610,9385,2000
15131,15104,2020
8981,8923,2004
13841,13767,2018
19297,18907,2013
17022,16966,2017
9537,8708,2002
21605,21511,2013
16725,16553,2015
23689,23586,2012
14170,14153,2018
20009,19932,2002
14030,13855,2003
20599,20129,2017
15990,15751,2015
15747,15522,2009
19374,19366,2019
2341,1887,2009
6954,3811,2002
19636,1879,2021
8884,7029,2005
14008,1767,2010
14424,13569,2003
22284,1239,2015
21416,21271,2008
9270,9168,2013
22035,21895,2004
24605,24314,2014
9115,6660,2021
14832,14569,2021
13595,13142,2014
11857,10154,2007
10561,9897,2008
11614,11027,2021
8487,3195,2000
13959,13583,2018
21972,21855,2021
24611,24404,2005
15517,15449,2020
11529,10509,2019
10471,9624,2008
16728,16703,2017
22346,22281,2008
21852,21582,2016
13934,12468,2020
19704,19641,2021
23515,23124,2021
22548,22222,2017
24149,23964,2013
11588,10355,2014
10380,9648,2009
21070,20373,2012
7913,5000,2009
7265,6779,2016
9009,5324,2009
14990,14942,2003
11380,8945,2006
13187,13045,2002
8373,1373,2021
10340,10160,2006
14186,14130,2018
11173,9950,2005
21726,21581,2005
12082,11695,2009
22474,22041,2020
10527,10476,2018
12789,12702,2021
8177,257,2000
14588,14550,2018
10115,6747,2004
8672,6887,2016
9361,6106,2019
21923,21777,2007
23076,22664,2016
10602,10404,2000
15262,15141,2020
21822,21688,2013
15484,15411,2015
7860,6882,2001
17020,16792,2004
11330,10587,2008
16713,16452,2015
7571,7540,2000
11707,11620,2004
18697,17966,2020
23865,23796,2014
10188,3517,2020
20216,2628,2008
20520,20240,2006
16326,16155,2015
17365,17336,2003
7307,7265,2001
8284,4388,2006
12213,12185,2012
22581,22280,2021
10787,10726,2017
20868,20666,2009
7647,6665,2017
4810,4010,2017
7946,5663,2015
13466,13385,2017
7833,6451,2001
21435,21284,2020
7017,4413,2013
18100,17879,2010
22659,22650,2001
18283,18107,2002
23371,22952,2006
14008,3292,2015
17743,17620,2021
3890,3806,2003
10956,9985,2017
13857,13359,2019
15840,15773,2015
15555,15391,2010
10028,7914,2004
7361,3217,2007
21344,21315,2005
12063,11323,2017
14739,14438,2011
6960,6566,2012
19912,19890,2009
23494,472,2000
12427,11198,2006
5919,5028,2009
11416,2787,2011
16683,16309,2019
9630,4745,2004
10514,10482,2004
17398,17358,2000
14447,1567,2015
14217,2111,2007
4008,3684,2019
13841,13641,2009
15933,15697,2007
23722,1555,2002
10561,10106,2009
21816,21664,2004
18271,18175,2000
7763,6742,2008
21988,21959,2005
24614,24521,2005
8711,7171,2007
22382,22265,2015
5014,874,2012
17728,17260,2004
6481,5709,2000
18185,17976,2018
20806,20629,2015
13816,12592,2011
10361,6749,2000
8055,6004,2016
6864,6455,2008
11620,9035,2002
16820,16454,2015
13820,13716,2001
17272,17137,2010
17156,4750,2009
16152,15952,2004
8503,8391,2013
17854,17775,2008
20993,20913,2009
12985,12825,2005
15468,15304,2020
6837,2851,2020
23196,22846,2006
17570,17497,2021
15869,15543,2015
21792,21662,2015
10171,10125,2018
11343,2078,2018
9082,7951,2007
19011,18934,2020
11645,11414,2013
4472,4447,2006
8036,3493,2013
21953,21833,2001
6752,3265,2011
11330,2849,2020
11370,10456,2001
18859,18465,2005
23724,23674,2019
11732,11078,2006
15853,15776,2007
21128,20692,2013
14110,13943,2004
24632,24397,2003
16632,16121,2009
10773,9376,2010
9337,8904,2016
6864,6109,2010
18745,18727,2020
17560,17277,2014
19649,19312,2011
2654,1420,2001
24624,24534,2016
15883,15372,2008
14313,14234,2003
17938,17648,2011
17156,4479,2020
12338,2674,2019
21234,738,2015
14861,14858,2005
7818,6551,2016
8531,6389,2015
3697,3276,2019
8779,2749,2020
19636,2233,2005
24572,24517,2000
8895,4841,2005
24638,24388,2003
17632,17463,2007
8059,6543,2021
10903,10215,2014
15781,15537,2009
6786,3024,2006
10274,9395,2012
8369,4677,2017
15815,15653,2008
10823,4550,2011
12836,12589,2008
15996,15893,2018
7194,3967,2020
10825,10794,2009
23758,23416,2012
7653,3072,2015
5764,995,2009
13707,6850,2013
17679,17548,2006
12037,9882,2008
11039,10111,2013
4556,4496,2003
15822,15804,2008
18127,17786,2020
17379,6238,2017
18872,18665,2006
18140,17782,2007
17390,17035,2006
5416,5001,2007
17508,16688,2021
10563,6021,2005
23200,22912,2002
24883,24880,2011
9884,8592,2009
18174,18089,2007
13146,13010,2021
6120,2119,2008
21739,2677,2002
13402,13032,2009
14193,14191,2001
12275,11022,2000
23314,22909,2001
22230,22157,2000
12324,12163,2000
14902,14452,2003
13860,13746,2014
19326,19226,2020
10015,2373,2004
21683,21577,2021
16279,16208,2008
11343,251,2012
13531,3435,2012
5704,128,2006
13026,12458,2016
23204,23054,2012
15224,15218,2005
8055,7058,2000
16490,16195,2018
12249,10723,2006
19568,19213,2005
17794,17623,2019
16766,16088,2014
4832,3655,2007
24309,24222,2013
16926,16679,2018
19968,19868,2013
9244,7203,2019
12136,12091,2019
16982,16821,2012
13672,13431,2008
23568,23183,2008
24767,5875,2002
15562,15057,2007
19612,19374,2007
19163,19028,2000
7897,7428,2014
9062,8780,2005
20044,19934,2006
10697,10625,2019
12197,11197,2021
4969,201,2002
18052,17792,2008
18668,18383,2004
3704,2048,2007
8516,7771,2012
12354,12324,2002
23620,23236,2002
13446,3022,2014
17337,16697,2000
8103,6259,2000
20960,20638,2012
17627,17513,2001
16169,15669,2003
21855,21550,2015
10141,9319,2019
11896,9727,2002
20773,20753,2006
10358,10316,2002
15131,14837,2010
11244,893,2002
11295,10744,2019
17250,17240,2002
12543,12476,2005
11329,7001,2001
18707,18674,2018
13366,13123,2002
12127,11553,2011
23194,23052,2005
13436,12754,2013
7504,6531,2007
22375,22350,2014
11551,11215,2004
6893,5344,2020
22564,22245,2018
15956,15731,2009
14930,14853,2004
8359,5594,2018
20837,20762,2010
17081,16903,2011
11233,10677,2014
15630,15220,2001
13643,13474,2003
11611,11263,2008
6594,4606,2014
7913,3613,2012
13101,11966,2005
16758,16585,2018
8369,7481,2009
9601,7362,2009
22593,22490,2010
18075,17912,2019
14848,14468,2011
15519,15220,2007
21999,21901,2021
10354,8095,2015
6770,5282,2000
15632,15361,2011
8069,3406,2013
23140,23007,2021
21643,21464,2019
10354,9747,2007
20157,20091,2001
9881,9518,2019
16396,16193,2021
11075,9880,2009
8953,3354,2003
19394,19102,2000
9132,7561,2018
24784,24760,2011
10440,9594,2013
11075,1673,2005
8294,6885,2020
13386,12415,2021
20029,20025,2021
16879,16828,2004
17275,17258,2000
14832,1287,2006
14176,14039,2006
12853,12720,2019
15540,15432,2016
15390,15154,2020
17603,17501,2007
8564,7716,2010
4447,3584,2011
10317,4230,2018
24062,23902,2012
13446,12870,2006
12264,12181,2011
6743,6109,2000
11713,11604,2010
20422,20234,2012
20501,20258,2007
24213,23945,2002
15685,15023,2000
12707,12410,2020
21872,21718,2015
16035,15800,2013
6185,6089,2006
10960,8890,2021
10444,7171,2017
11509,11357,2016
21609,21231,2018
10028,9817,2014
12544,12465,2005
9154,9147,2017
20875,20712,2016
13789,13780,2005
22533,22153,2001
7030,1854,2020
20001,19919,2001
12214,5772,2009
16565,15988,2015
12398,12000,2007
12510,11817,2001
24272,24033,2007
11006,10048,2019
6315,3021,2009
8672,6953,2021
24786,24777,2010
17433,17332,2020
8177,7249,2020
6305,3865,2018
15010,14767,2002
10538,5739,2018
9656,8689,2005
20227,19999,2017
7833,3796,2005
17759,17626,2015
6678,6189,2011
15865,2691,2016
16501,16329,2015
21075,21019,2021
19026,18981,2010
17710,17707,2019
16161,15794,2007
12838,12480,2017
19988,19892,2011
12338,1014,2014
13410,13328,2013
12701,2909,2007
12762,1942,2009
14628,14263,2010
14617,14605,2004
24668,24490,2014
13287,12799,2009
10568,9935,2003
21330,21195,2006
12249,4902,2018
12275,11694,2010
12950,12130,2015
23043,22684,2016
4371,4351,2011
19582,19343,2004
21547,21544,2015
9802,7137,2010
8886,7772,2003
24540,24327,2008
19578,19556,2007
20245,20103,2010
19747,19670,2010
21538,21344,2012
5764,3273,2010
19594,19574,2008
18947,18764,2019
14979,14824,2007
13812,13080,2010
17926,17819,2006
15940,15440,2021
20542,20171,2011
14301,13063,2004
9651,7644,2014
11262,10635,2007
16292,852,2018
12275,12129,2000
16632,3500,2001
19839,19610,2003
10881,3213,2018
8369,6359,2010
4936,4557,2008
11309,10680,2006
10241,2584,2015
20667,20334,2013
16163,15806,2014
22427,22316,2011
13802,11264,2017
14999,14624,2001
19774,19508,2000
15977,15945,2017
23595,23429,2013
8136,7218,2007
19637,45,2020
9237,3271,2000
13526,13459,2006
20337,20221,2015
20971,20823,2015
19878,19457,2008
14196,13975,2006
17507,17345,2009
18409,18310,2002
20832,20560,2002
12984,12390,2014
21488,21415,2000
19774,19529,2003
22328,22167,2004
6960,6562,2018
8779,6614,2000
10361,1103,2008
17933,17748,2002
9642,9303,2002
8897,2882,2014
20375,20185,2019
14429,14371,2013
10593,10565,2010
14192,12862,2002
20194,20156,2003
5326,1887,2021
7353,4607,2011
23380,23288,2002
14305,12856,2008
12634,12583,2012
5675,5227,2005
10231,9414,2008
15353,15156,2002
5753,5321,2017
18846,17730,2012
17707,17562,2003
11920,11331,2000
8784,8713,2016
11276,11028,2021
13917,13830,2003
15865,15333,2005
14191,13483,2000
4662,2738,2016
23118,22939,2007
9884,9511,2012
10794,10550,2020
19383,19026,2012
19217,19120,2001
18132,18036,2015
9365,5863,2001
9356,9230,2020
16977,16797,2002
23447,3768,2000
14176,2285,2008
20457,20404,2001
8953,6055,2019
8465,8029,2020
15912,15767,2002
19302,18972,2019
24282,24160,2019
24503,24456,2000
12296,11867,2009
19204,18994,2010
15848,15642,2007
12105,11807,2019
11046,4881,2004
18278,17925,2013
22085,22051,2002
20814,20785,2001
22513,22233,2012
8325,7068,2019
18753,18450,2007
11908,9308,2021
13830,12598,2003
10563,1503,2006
9054,8686,2006
20957,20714,2001
14219,14128,2007
7347,7258,2007
24083,23989,2004
20477,20191,2001
21070,20631,2001
9678,2416,2012
21027,21000,2020
18735,18621,2020
11578,11153,2012
17509,17507,2009
10720,10506,2002
17775,17720,2020
22948,22934,2000
10274,8222,2000
6499,325,2019
11725,11605,2015
11230,1456,2021
18333,1387,2015
12914,12824,2008
19292,19242,2000
22390,22300,2021
13446,3206,2003
23394,23326,2016
15333,15295,2014
16670,16402,2005
9656,9286,2021
19589,19440,2002
7017,4358,2010
4379,3381,2017
10286,8081,2013
13500,12875,2017
8897,6160,2004
24596,1126,2013
19352,18984,2015
16180,15928,2007
4539,4513,2018
11279,4200,2015
19449,18922,2001
11352,2153,2021
19459,19444,2019
21054,20925,2005
20765,20672,2012
6837,6570,2000
23864,23667,2006
17508,17247,2010
9399,3719,2008
17658,17509,2013
2020,1122,2008
24624,24293,2016
13897,13556,2009
18720,18393,2016
16324,16267,2006
11099,11045,2003
19419,19277,2004
7653,7082,2005
7576,4060,2012
6194,5900,2013
9529,9214,2007
19575,19322,2016
6416,62,2018
16316,15960,2008
21745,21671,2013
21587,427,2010
14324,14289,2016
12789,2530,2021
4762,681,2008
20077,3219,2014
11531,9667,2020
15293,15054,2013
6129,5601,2021
11209,11150,2021
20982,20596,2004
13410,13323,2016
22927,1721,2011
19071,18980,2018
16384,16240,2014
7885,4853,2010
22799,22780,2012
15783,15777,2005
8356,7665,2013
16597,16338,2020
6166,5955,2001
17559,17224,2017
20955,20636,2011
8412,7887,2018
12431,12155,2003
3822,2360,2021
15780,15462,2012
7701,6787,2001
12965,3097,2016
23653,23635,2021
8676,4184,2018
11585,11340,2011
18808,18675,2010
17719,5538,2012
19777,19588,2015
5133,47,2014
5919,5668,2011
12780,12769,2011
15780,15194,2012
16101,16034,2003
9802,2733,2002
6671,6029,2021
22256,22037,2008
16171,16114,2016
22533,22190,2014
7175,6781,2014
16781,16249,2012
15956,11952,2000
7580,5568,2014
13323,13104,2007
10241,10063,2010
8069,7704,2005
10568,2039,2019
18166,18002,2001
7653,1595,2016
21704,21648,2013
23818,23285,2003
16568,16149,2017
13741,13736,2010
13648,13537,2020
8373,4093,2003
18396,18385,2018
24447,24383,2007
21691,21595,2005
17781,17706,2002
19935,19753,2016
8583,8403,2021
10374,9617,2001
22008,22003,2011
6671,2660,2012
8229,8225,2013
18356,18350,2015
6941,6596,2015
9642,6273,2001
13186,13060,2021
3656,3409,2016
23434,23238,2005
11295,10825,2018
8035,1766,2019
15055,14686,2002
13848,13829,2005
3301,2149,2014
6315,1878,2017
9881,8585,2001
10425,8847,2020
16312,16037,2005
17321,15895,2004
20098,20069,2015
9595,8915,2009
10371,8195,2016
10535,9713,2010
10823,6007,2010
19704,19630,2017
9445,9400,2021
5944,5919,2001
24425,24383,2017
21218,21131,2018
8711,4530,2021
9656,8599,2001
8897,4185,2011
14008,13842,2013
11575,11572,2010
20156,20138,2013
18744,18521,2005
23544,23482,2014
3873,2068,2013
8369,2234,2004
23712,23346,2021
15865,14659,2000
21697,21447,2014
10151,9574,2021
17942,17801,2008
8346,7974,2015
21647,21340,2012
13270,3183,2012
16649,16367,2017
16799,16366,2001
7794,6400,2000
14521,13898,2009
11230,2670,2015
5846,3776,2020
11908,630,2008
9359,717,2010
10679,10551,2009
10421,3123,2006
24587,24567,2006
21948,21717,2009
22533,22354,2004
19831,19730,2005
12824,12456,2011
15956,2768,2006
11718,5696,2007
20578,20390,2003
24844,24631,2007
11468,9861,2009
13852,13747,2007
22668,22548,2018
14305,4651,2021
18832,18644,2014
24049,23816,2014
19977,19944,2008
10551,2707,2013
22582,22581,2001
15400,15108,2010
3697,2444,2019
1526,1057,2001
12582,12431,2005
11370,3945,2006
7241,6526,2013
13786,13300,2011
21090,20989,2016
19980,19936,2005
7620,6670,2018
23593,23192,2003
18254,17882,2017
10741,9001,2017
10471,9535,2019
14178,14151,2015
13309,12808,2001
22494,22485,2005
6960,1787,2018
10317,4715,2009
5861,2133,2001
12836,12232,2008
23651,23572,2020
18456,18454,2015
11783,11103,2007
10164,10083,2019
19569,19247,2016
10761,5905,2003
13446,12637,2020
9400,5407,2021
14410,13963,2015
11005,10491,2004
5463,5127,2019
13327,13186,2011
13445,3133,2012
11955,11176,2021
21790,21517,2019
20315,7888,2015
11604,10679,2003
23576,23377,2012
11017,10621,2004
3301,405,2001
12366,12318,2001
19955,19875,2015
16940,16936,2011
16577,2504,2001
11908,9831,2002
4385,2664,2012
14326,14270,2018
16046,15928,2015
21478,21424,2006
12249,11500,2017
13071,12672,2014
14713,3864,2002
5326,5138,2011
14617,14084,2021
11416,3110,2017
18918,18528,2005
22582,22270,2021
8897,3617,2015
22761,22693,2001
6348,6089,2002
19598,19515,2008
7258,1515,2004
2599,2108,2003
10761,10748,2006
22831,22816,2006
12132,12082,2003
15081,14042,2011
9140,9075,2000
15712,15703,2011
19326,19049,2001
6571,2908,2010
12267,8012,2015
12191,12028,2006
17556,4709,2003
13079,12998,2002
6461,4673,2010
24137,23886,2010
3290,2571,2015
23691,23347,2019
12730,12560,2010
15124,15104,2003
18110,17724,2007
15246,15116,2021
19232,19227,2012
17689,17670,2006
3404,3244,2018
12300,12184,2017
18298,18262,2003
23722,23521,2004
20322,20318,2009
17683,1023,2012
14511,14406,2002
17276,17161,2000
21493,21351,2013
17297,17231,2016
10882,9405,2007
9704,6447,2011
10317,1639,2019
10126,9898,2015
3427,3256,2016
13000,12557,2006
15015,14604,2002
24824,24785,2009
11126,10992,2017
9009,8606,2019
12296,11975,2015
17339,17206,2018
19814,19353,2012
23064,22763,2020
10962,10762,2021
18831,18692,2004
12600,4993,2019
11333,10935,2016
15705,15520,2016
21229,20917,2020
20351,19591,2007
14555,13510,2005
12022,11855,2002
17694,17533,2015
6541,6461,2021
11587,9088,2012
13024,12530,2009
14949,14598,2016
18981,2768,2014
6395,4966,2012
11060,8399,2017
14141,13778,2012
20260,20219,2012
22475,1879,2020
10847,10786,2012
17355,17241,2005
9984,8292,2004
9642,8211,2016
13391,13209,2021
24839,24778,2002
11725,11530,2017
21752,21731,2021
6954,5232,2009
23708,23657,2015
17953,17687,2003
13445,285,2009
16585,16444,2013
7378,5845,2000
8531,7797,2013
15752,15404,2005
9244,1633,2004
11678,11122,2011
21515,21257,2007
17778,17689,2007
11883,11719,2004
14033,13755,2003
9678,8328,2006
6510,1594,2017
14276,14244,2017
24595,24494,2011
11091,4980,2018
13438,4026,2010
3697,2196,2010
14967,14654,2021
15774,15331,2004
16924,16708,2016
9979,9887,2016
9642,7425,2011
8526,8366,2012
10361,2500,2016
8369,4821,2021
13027,12429,2001
20006,19632,2018
12105,11967,2008
20604,20510,2013
13617,13141,2008
14237,14192,2013
8487,6414,2001
